ticker,category,date,price,volume_ratio,price_change_pct,fwd_5d_pct,base_5d_pct,excess_5d_pct,fwd_10d_pct,base_10d_pct,excess_10d_pct,fwd_20d_pct,base_20d_pct,excess_20d_pct,fwd_30d_pct,base_30d_pct,excess_30d_pct,market_cap_busd,size_bucket,persistence_days,persistence_bucket
PWR,Data Center Power Supply,2024-11-08,330.38,1.62,7.4,-2.31,-4.48,2.17,3.31,3.35,-0.05,-2.72,8.1,-10.82,-1.09,2.63,-3.72,49.670450179339994,3. $10B - $50B,1,1. brief (1-2 days)
PWR,Data Center Power Supply,2026-05-08,744.89,1.54,19.2,3.35,0.24,3.12,-2.89,4.2,-7.09,-6.87,10.01,-16.88,-5.73,13.47,-19.21,111.98929001177001,4. over $50B,1,1. brief (1-2 days)
HUBB,Data Center Power Supply,2024-02-07,344.18,1.56,8.2,1.28,8.29,-7.01,2.7,6.37,-3.67,11.02,15.55,-4.52,17.25,17.63,-0.38,18.18391428678,3. $10B - $50B,1,1. brief (1-2 days)
HUBB,Data Center Power Supply,2025-11-05,463.85,1.54,10.7,-3.22,-4.7,1.48,-10.46,-12.88,2.41,-6.17,-5.51,-0.66,-6.79,-12.12,5.34,24.50638805835,3. $10B - $50B,1,1. brief (1-2 days)
HUBB,Data Center Power Supply,2026-02-13,521.13,1.67,7.4,-1.36,-0.27,-1.09,-1.09,1.74,-2.83,-9.58,0.18,-9.76,-9.69,-9.68,-0.0,27.53263772523,3. $10B - $50B,1,1. brief (1-2 days)
CAT,Data Center Power Supply,2026-02-06,723.48,1.54,15.9,6.61,1.71,4.9,4.17,1.56,2.61,-2.94,-1.86,-1.08,-3.37,1.84,-5.21,332.56558869372003,4. over $50B,1,1. brief (1-2 days)
CAT,Data Center Power Supply,2026-06-25,1055.05,1.51,23.5,-8.84,-10.45,1.6,-9.9,-7.39,-2.51,-15.76,-15.1,-0.66,-20.18,-11.52,-8.65,484.97999163944996,4. over $50B,1,1. brief (1-2 days)
EMR,Data Center Power Supply,2024-02-13,99.89,1.52,10.5,0.77,-1.23,2.0,1.34,4.9,-3.56,5.94,8.8,-2.86,8.92,15.1,-6.19,55.718642,4. over $50B,1,1. brief (1-2 days)
EMR,Data Center Power Supply,2024-05-15,110.11,1.6,7.9,0.34,3.37,-3.03,-2.97,5.17,-8.14,-5.04,14.7,-19.75,-3.62,13.38,-17.0,61.419358,4. over $50B,1,1. brief (1-2 days)
EMR,Data Center Power Supply,2024-11-13,126.03,1.51,19.4,-0.41,1.12,-1.52,2.29,5.0,-2.72,1.18,9.62,-8.44,-3.02,4.91,-7.94,70.299534,4. over $50B,1,1. brief (1-2 days)
EMR,Data Center Power Supply,2026-02-09,158.22,1.72,7.3,-6.62,-2.22,-4.4,-5.34,0.68,-6.02,-12.11,-4.17,-7.93,-18.35,0.87,-19.22,88.255116,4. over $50B,1,1. brief (1-2 days)
ATKR,Data Center Power Supply,2023-12-20,150.83,1.51,20.9,2.94,8.21,-5.27,-3.32,1.15,-4.48,-1.39,4.59,-5.98,-7.98,8.18,-16.16,5.0939137165,2. $2B - $10B,1,1. brief (1-2 days)
ATKR,Data Center Power Supply,2024-12-04,90.29,1.52,8.5,-4.96,-2.3,-2.65,-12.11,-6.7,-5.4,-10.59,-2.93,-7.65,-5.51,1.93,-7.44,3.0493235395,2. $2B - $10B,1,1. brief (1-2 days)
ATKR,Data Center Power Supply,2026-04-17,68.57,1.62,12.4,9.11,5.81,3.31,7.84,8.74,-0.9,7.45,18.38,-10.93,19.03,34.45,-15.42,2.3157837535,2. $2B - $10B,1,1. brief (1-2 days)
ATKR,Data Center Power Supply,2026-05-05,75.78,1.61,10.0,-3.06,4.22,-7.29,-5.67,-1.32,-4.35,11.79,23.05,-11.26,1.04,16.86,-15.82,2.559283839,2. $2B - $10B,10,4. very persistent (10+ days)
ATKR,Data Center Power Supply,2026-05-26,85.11,1.53,15.0,-1.46,9.76,-11.22,-5.42,-0.58,-4.84,-8.8,3.95,-12.76,-17.34,-1.6,-15.74,2.8743817305,2. $2B - $10B,1,1. brief (1-2 days)
ATKR,Data Center Power Supply,2026-08-03,93.22,2.5,27.5,0.21,0.91,-0.7,0.17,11.22,-11.04,,,,,,,3.148277111,2. $2B - $10B,1,1. brief (1-2 days)
GNRC,Data Center Power Supply,2024-11-11,195.11,1.52,17.8,-6.75,-4.49,-2.26,-1.76,3.07,-4.83,-12.18,3.67,-15.85,-20.71,3.72,-24.43,11.51273109471,3. $10B - $50B,1,1. brief (1-2 days)
GNRC,Data Center Power Supply,2025-07-02,150.62,1.55,21.5,0.91,0.72,0.19,-0.58,3.74,-4.33,29.26,10.3,18.96,32.1,13.44,18.66,8.88753809382,2. $2B - $10B,1,1. brief (1-2 days)
GNRC,Data Center Power Supply,2025-07-30,181.0,1.61,23.4,7.13,1.24,5.9,12.07,4.49,7.58,3.31,6.24,-2.93,3.79,20.2,-16.41,10.680151341,3. $10B - $50B,1,1. brief (1-2 days)
GNRC,Data Center Power Supply,2025-08-13,202.85,1.62,12.1,-6.51,-3.16,-3.35,-7.82,1.55,-9.37,-7.39,14.44,-21.83,-19.02,19.15,-38.17,11.96944032885,3. $10B - $50B,11,4. very persistent (10+ days)
GNRC,Data Center Power Supply,2026-02-12,215.73,1.64,26.9,6.24,2.13,4.11,4.47,2.15,2.32,-7.05,-1.26,-5.79,-9.89,-2.39,-7.5,12.729442258529998,3. $10B - $50B,1,1. brief (1-2 days)
CRWV,Neo Cloud,2025-06-27,159.99,1.57,7.4,-0.18,1.9,-2.08,-17.26,3.05,-20.31,-31.07,10.93,-42.0,-12.63,13.31,-25.94,88.24034095398001,4. over $50B,1,1. brief (1-2 days)
CRWV,Neo Cloud,2025-09-19,124.86,1.6,40.2,-3.62,-2.13,-1.49,7.95,5.43,2.53,9.62,9.2,0.42,7.09,18.33,-11.25,68.86486012572,4. over $50B,1,1. brief (1-2 days)
CRWV,Neo Cloud,2025-10-03,134.79,1.55,8.0,2.7,-0.68,3.38,1.54,3.42,-1.88,-0.8,12.09,-12.89,-42.61,-0.77,-41.84,74.34161858358,4. over $50B,10,4. very persistent (10+ days)
CRWV,Neo Cloud,2026-04-15,118.69,1.55,53.2,3.24,7.15,-3.91,-3.79,6.14,-9.93,-6.22,25.22,-31.44,-9.97,32.48,-42.45,65.46187929138,4. over $50B,1,1. brief (1-2 days)
NBIS,Neo Cloud,2025-01-24,41.69,1.58,35.6,-21.66,-10.15,-11.51,-8.54,-8.79,0.25,-13.12,-15.13,2.01,-37.13,-27.5,-9.63,11.33364403842,3. $10B - $50B,1,1. brief (1-2 days)
NBIS,Neo Cloud,2025-02-10,40.97,1.59,57.1,17.33,0.71,16.62,-16.5,-11.89,-4.61,-37.88,-20.62,-17.26,-33.68,-14.6,-19.09,11.13790828146,3. $10B - $50B,2,1. brief (1-2 days)
NBIS,Neo Cloud,2025-05-21,38.92,1.55,41.8,-2.26,0.68,-2.94,18.96,5.93,13.04,23.25,11.39,11.86,22.92,20.72,2.2,10.580605084560002,3. $10B - $50B,1,1. brief (1-2 days)
NBIS,Neo Cloud,2025-06-05,46.3,1.84,19.0,8.6,3.36,5.23,3.61,4.93,-1.32,3.33,13.9,-10.57,13.11,18.3,-5.19,12.586896593399999,3. $10B - $50B,6,3. persistent (6-9 days)
NBIS,Neo Cloud,2025-08-13,70.63,1.58,37.7,-4.47,-3.16,-1.32,-0.75,1.55,-2.3,26.28,14.44,11.84,52.82,19.15,33.68,19.201134047340002,3. $10B - $50B,1,1. brief (1-2 days)
NBIS,Neo Cloud,2025-09-09,95.72,1.67,36.7,-6.57,7.75,-14.32,12.62,12.35,0.27,22.96,17.98,4.98,8.94,22.38,-13.44,26.02198146696,3. $10B - $50B,2,1. brief (1-2 days)
NBIS,Neo Cloud,2025-09-23,107.8,2.1,12.6,4.15,1.03,3.12,9.18,4.44,4.75,-3.27,7.98,-11.25,2.54,12.99,-10.45,29.3059925004,3. $10B - $50B,11,4. very persistent (10+ days)
NBIS,Neo Cloud,2025-10-07,117.7,1.64,9.2,8.88,2.73,6.15,-11.4,3.22,-14.62,-6.08,8.02,-14.1,-23.08,-2.98,-20.1,31.997359158600002,3. $10B - $50B,14,4. very persistent (10+ days)
NBIS,Neo Cloud,2026-03-17,116.33,1.66,34.0,-1.22,2.16,-3.38,-10.81,-3.87,-6.94,43.36,18.84,24.52,21.37,25.99,-4.62,31.624917509939998,3. $10B - $50B,1,1. brief (1-2 days)
NBIS,Neo Cloud,2026-04-20,159.16,1.53,41.4,-8.92,3.3,-12.23,10.84,8.5,2.35,25.57,11.91,13.66,63.72,38.96,24.76,43.26847649688,3. $10B - $50B,1,1. brief (1-2 days)
NBIS,Neo Cloud,2026-05-13,207.27,1.5,46.8,-7.45,-4.5,-2.96,9.2,5.7,3.5,7.22,5.8,1.43,15.94,6.5,9.43,56.34743103486,4. over $50B,1,1. brief (1-2 days)
NBIS,Neo Cloud,2026-05-28,226.34,1.54,9.2,14.73,7.29,7.44,-1.81,-0.19,-1.62,6.17,0.55,5.61,-6.99,-6.06,-0.94,61.531710042120004,4. over $50B,10,4. very persistent (10+ days)
NBIS,Neo Cloud,2026-06-18,286.69,1.52,10.4,-16.18,-6.38,-9.8,-25.7,-9.26,-16.44,-36.3,-18.44,-17.86,-25.85,-16.23,-9.62,77.93817244842,4. over $50B,1,1. brief (1-2 days)
NBIS,Neo Cloud,2026-08-20,220.11,1.53,15.9,,,,,,,,,,,,,59.838052033980006,4. over $50B,1,1. brief (1-2 days)
IREN,Neo Cloud,2023-11-29,4.84,1.56,66.3,11.57,0.75,10.82,19.63,5.83,13.8,76.45,21.34,55.1,6.4,12.26,-5.86,1.7297127821599998,1. under $2B,1,1. brief (1-2 days)
IREN,Neo Cloud,2023-12-13,5.79,2.8,19.6,-4.49,4.89,-9.38,47.5,14.09,33.41,-11.05,6.38,-17.44,-22.63,11.77,-34.4,2.06922252246,2. $2B - $10B,11,4. very persistent (10+ days)
IREN,Neo Cloud,2023-12-28,8.54,3.17,47.5,-27.52,-5.7,-21.81,-39.7,-4.46,-35.24,-47.54,0.5,-48.04,-18.85,8.73,-27.58,3.0520138759599997,2. $2B - $10B,12,4. very persistent (10+ days)
IREN,Neo Cloud,2024-02-14,8.3,1.62,111.7,-20.12,-1.06,-19.06,-28.92,2.47,-31.38,-45.06,3.43,-48.49,-34.94,11.07,-46.01,2.9662429942000004,2. $2B - $10B,1,1. brief (1-2 days)
IREN,Neo Cloud,2024-05-24,7.83,1.58,63.5,2.17,-3.6,5.77,31.67,1.0,30.67,65.9,7.56,58.34,64.75,12.23,52.52,2.79827501742,2. $2B - $10B,1,1. brief (1-2 days)
IREN,Neo Cloud,2024-06-10,10.31,2.09,31.7,40.16,6.67,33.48,25.99,5.63,20.36,25.12,10.05,15.07,-1.02,4.26,-5.28,3.68457412894,2. $2B - $10B,11,4. very persistent (10+ days)
IREN,Neo Cloud,2024-06-25,12.99,2.76,26.0,10.78,0.91,9.86,-0.69,4.2,-4.9,-21.44,-1.29,-20.15,-47.96,-14.66,-33.3,4.64234897526,2. $2B - $10B,14,4. very persistent (10+ days)
IREN,Neo Cloud,2024-10-25,9.25,1.51,19.5,-2.16,-1.25,-0.91,18.81,12.04,6.77,16.54,15.76,0.78,56.86,20.81,36.06,3.3057527345,2. $2B - $10B,1,1. brief (1-2 days)
IREN,Neo Cloud,2024-11-14,10.33,1.52,13.3,-5.91,5.7,-11.6,30.78,9.12,21.67,26.91,13.0,13.91,-3.78,5.03,-8.81,3.69172170242,2. $2B - $10B,4,2. building (3-5 days)
IREN,Neo Cloud,2024-12-04,14.27,1.6,37.1,-4.63,-2.3,-2.32,-15.0,-6.7,-8.29,-20.53,-2.93,-17.6,-24.25,1.93,-26.18,5.099793677979999,2. $2B - $10B,5,2. building (3-5 days)
IREN,Neo Cloud,2025-05-22,9.28,1.56,34.7,-9.59,-1.25,-8.34,5.06,7.93,-2.87,14.87,10.85,4.02,82.0,19.35,62.65,3.3164740947199998,2. $2B - $10B,1,1. brief (1-2 days)
IREN,Neo Cloud,2025-06-16,10.4,1.51,19.1,10.96,3.23,7.74,46.44,6.96,39.48,66.44,11.32,55.12,55.19,18.86,36.33,3.7167382096,2. $2B - $10B,2,1. brief (1-2 days)
IREN,Neo Cloud,2025-07-01,15.23,2.31,46.4,11.36,3.26,8.09,13.66,4.17,9.49,5.98,11.37,-5.39,16.41,16.6,-0.18,5.44287720502,2. $2B - $10B,10,4. very persistent (10+ days)
IREN,Neo Cloud,2025-07-16,17.31,2.3,13.7,9.71,4.1,5.6,-6.76,6.9,-13.66,2.43,11.89,-9.46,29.15,13.41,15.74,6.186224846939999,2. $2B - $10B,14,4. very persistent (10+ days)
IREN,Neo Cloud,2025-08-29,26.48,1.55,34.5,-1.1,3.56,-4.66,40.26,14.49,25.76,73.45,18.86,54.59,142.22,31.61,110.61,9.46338728752,2. $2B - $10B,1,1. brief (1-2 days)
IREN,Neo Cloud,2025-09-15,37.14,1.86,40.3,12.82,5.76,7.06,23.67,3.34,20.33,72.7,13.48,59.21,74.99,19.54,55.44,13.27304395236,3. $10B - $50B,11,4. very persistent (10+ days)
IREN,Neo Cloud,2025-09-29,45.93,2.24,23.7,25.73,6.43,19.31,39.65,9.26,30.39,41.5,15.04,26.46,31.0,17.2,13.8,16.41440249682,3. $10B - $50B,14,4. very persistent (10+ days)
IREN,Neo Cloud,2025-10-13,64.14,2.37,39.6,-7.67,0.68,-8.35,1.33,5.41,-4.08,-6.19,7.59,-13.78,-24.4,-4.14,-20.26,22.92226815036,3. $10B - $50B,14,4. very persistent (10+ days)
IREN,Neo Cloud,2026-05-08,61.2,1.65,20.9,-13.5,0.24,-13.73,-7.14,4.2,-11.34,-3.28,10.01,-13.29,-10.59,13.47,-24.06,21.871574848799998,3. $10B - $50B,1,1. brief (1-2 days)
IREN,Neo Cloud,2026-06-03,65.48,1.54,37.2,-21.32,-12.95,-8.37,-11.26,-4.21,-7.04,-40.71,-12.88,-27.84,-48.66,-19.82,-28.83,23.40115557352,3. $10B - $50B,3,2. building (3-5 days)
APLD,Neo Cloud,2024-06-14,4.65,1.57,9.9,30.75,-0.97,31.72,39.78,0.45,39.33,46.45,10.93,35.52,-14.41,-5.38,-9.03,1.3220127258000003,1. under $2B,1,1. brief (1-2 days)
APLD,Neo Cloud,2024-07-01,6.5,2.63,39.8,-15.85,2.66,-18.51,4.77,10.18,-5.41,-38.77,-5.38,-33.38,-39.23,-8.04,-31.19,1.847974778,1. under $2B,11,4. very persistent (10+ days)
APLD,Neo Cloud,2024-09-05,5.37,2.42,28.2,12.1,3.88,8.22,3.54,9.89,-6.36,49.72,14.83,34.89,48.04,22.26,25.78,1.52671147044,1. under $2B,1,1. brief (1-2 days)
APLD,Neo Cloud,2024-09-20,6.02,2.0,32.3,36.05,5.4,30.64,23.75,5.46,18.29,35.88,10.05,25.83,7.31,8.47,-1.16,1.7115089482399997,1. under $2B,11,4. very persistent (10+ days)
APLD,Neo Cloud,2024-10-04,7.45,1.62,23.8,-2.28,3.82,-6.1,9.8,4.23,5.57,-13.29,2.66,-15.95,-2.95,12.46,-15.41,2.1180633994,2. $2B - $10B,11,4. very persistent (10+ days)
APLD,Neo Cloud,2024-11-26,9.74,1.52,28.3,-1.23,6.29,-7.53,-10.06,3.98,-14.04,-5.54,2.31,-7.85,-20.28,-1.58,-18.69,2.7691191288800003,2. $2B - $10B,1,1. brief (1-2 days)
APLD,Neo Cloud,2025-02-24,9.02,1.53,15.8,-23.73,-9.42,-14.31,-30.82,-14.28,-16.54,-11.42,-4.52,-6.9,-41.69,-25.6,-16.09,2.56442038424,2. $2B - $10B,1,1. brief (1-2 days)
APLD,Neo Cloud,2025-05-23,7.36,1.51,36.5,37.77,0.69,37.08,76.9,9.49,67.41,40.22,13.75,26.47,29.21,21.07,8.14,2.09247605632,2. $2B - $10B,1,1. brief (1-2 days)
APLD,Neo Cloud,2025-06-09,13.02,3.73,76.9,-11.29,0.4,-11.69,-20.74,3.77,-24.5,-26.96,10.83,-37.79,-16.05,16.35,-32.4,3.70163563224,2. $2B - $10B,11,4. very persistent (10+ days)
APLD,Neo Cloud,2025-09-23,24.67,1.52,62.3,-7.01,1.03,-8.04,10.66,4.44,6.22,31.9,7.98,23.92,25.9,12.99,12.91,7.013775042040001,2. $2B - $10B,1,1. brief (1-2 days)
APLD,Neo Cloud,2025-10-10,33.99,1.82,56.6,0.74,4.2,-3.47,-1.65,8.54,-10.19,-8.86,10.37,-19.22,-37.95,-5.4,-32.55,9.663486569880002,2. $2B - $10B,4,2. building (3-5 days)
APLD,Neo Cloud,2026-01-12,38.21,1.52,58.9,-7.2,3.56,-10.76,8.22,7.9,0.32,-1.94,11.11,-13.05,-23.89,15.87,-39.77,10.86324865652,3. $10B - $50B,1,1. brief (1-2 days)
APLD,Neo Cloud,2026-05-06,44.24,1.51,36.4,2.8,1.14,1.67,-10.67,-3.51,-7.16,-0.2,15.03,-15.24,5.31,15.52,-10.21,12.57760064288,3. $10B - $50B,1,1. brief (1-2 days)
WULF,Neo Cloud,2023-12-05,1.55,1.63,36.0,-6.45,2.01,-8.46,27.74,10.51,17.24,41.29,9.79,31.5,-10.97,11.71,-22.68,0.77340144935,1. under $2B,1,1. brief (1-2 days)
WULF,Neo Cloud,2023-12-19,1.98,2.44,27.7,45.45,7.03,38.42,10.61,-0.41,11.01,-30.3,1.54,-31.84,-10.1,6.86,-16.96,0.98795798046,1. under $2B,11,4. very persistent (10+ days)
WULF,Neo Cloud,2024-01-04,2.19,3.52,10.6,-12.33,2.43,-14.76,-36.99,2.82,-39.81,-18.72,8.4,-27.12,13.7,14.31,-0.62,1.09274140263,1. under $2B,14,4. very persistent (10+ days)
WULF,Neo Cloud,2024-06-07,3.09,1.64,55.3,26.86,6.46,20.4,36.57,5.24,31.32,62.78,9.84,52.95,78.64,11.65,66.99,1.5418132119299999,1. under $2B,1,1. brief (1-2 days)
WULF,Neo Cloud,2024-06-24,4.22,2.18,36.6,23.46,1.42,22.04,19.19,4.08,15.11,30.81,5.74,25.07,-14.22,-10.58,-3.63,2.10564781694,2. $2B - $10B,11,4. very persistent (10+ days)
WULF,Neo Cloud,2024-07-09,5.03,1.96,19.2,26.84,7.52,19.32,9.74,1.67,8.07,-28.03,-13.62,-14.41,-5.77,-4.53,-1.23,2.50981244531,2. $2B - $10B,14,4. very persistent (10+ days)
WULF,Neo Cloud,2024-10-24,6.21,1.85,58.0,4.99,-1.55,6.54,32.21,10.9,21.3,12.56,13.55,-0.99,30.76,25.66,5.1,3.09859548417,2. $2B - $10B,1,1. brief (1-2 days)
WULF,Neo Cloud,2024-11-07,8.21,1.69,32.2,-15.35,-2.64,-12.71,-14.86,2.6,-17.46,-1.1,13.47,-14.57,-19.49,4.05,-23.54,4.096532838170001,2. $2B - $10B,9,3. persistent (6-9 days)
WULF,Neo Cloud,2025-06-13,4.02,1.51,13.9,-11.19,4.44,-15.63,8.96,12.3,-3.34,21.14,14.05,7.09,29.85,21.85,8.01,2.00585408154,2. $2B - $10B,1,1. brief (1-2 days)
WULF,Neo Cloud,2025-07-02,5.04,1.6,27.6,1.79,0.72,1.06,6.35,3.74,2.61,2.38,10.3,-7.92,72.82,13.44,59.38,2.51480213208,2. $2B - $10B,3,2. building (3-5 days)
WULF,Neo Cloud,2025-08-14,8.71,1.66,68.8,5.51,-3.18,8.69,8.38,4.64,3.74,23.54,14.95,8.59,24.34,18.77,5.57,4.34601717667,2. $2B - $10B,1,1. brief (1-2 days)
WULF,Neo Cloud,2025-08-28,9.44,2.02,8.4,-3.28,-0.17,-3.12,13.98,9.3,4.69,14.72,12.8,1.93,43.11,22.3,20.82,4.71026431088,2. $2B - $10B,11,4. very persistent (10+ days)
WULF,Neo Cloud,2026-02-12,15.91,1.53,9.4,-5.66,2.13,-7.78,1.95,2.15,-0.2,-7.79,-1.26,-6.54,-6.41,-2.39,-4.03,7.938591651069999,2. $2B - $10B,1,1. brief (1-2 days)
CIFR,Neo Cloud,2023-12-04,2.99,1.81,20.8,-18.06,1.06,-19.12,5.02,8.46,-3.45,31.44,8.96,22.48,-12.04,7.99,-20.03,1.24094185878,1. under $2B,1,1. brief (1-2 days)
CIFR,Neo Cloud,2023-12-19,3.59,2.28,28.7,46.8,7.03,39.76,16.71,-0.41,17.12,-25.35,1.54,-26.89,-25.35,6.86,-32.2,1.4899602919800001,1. under $2B,5,2. building (3-5 days)
CIFR,Neo Cloud,2024-01-04,4.19,3.81,16.7,-16.23,2.43,-18.66,-36.04,2.82,-38.86,-36.04,8.4,-44.44,-9.79,14.31,-24.1,1.73897872518,1. under $2B,11,4. very persistent (10+ days)
CIFR,Neo Cloud,2024-03-28,5.15,1.7,62.5,-21.36,-1.3,-20.06,-25.73,-6.06,-19.67,-12.62,-3.43,-9.2,-27.77,-1.12,-26.65,2.1374082183,2. $2B - $10B,1,1. brief (1-2 days)
CIFR,Neo Cloud,2024-06-18,5.01,1.56,30.1,-15.97,-3.01,-12.96,-7.19,0.57,-7.75,19.76,0.04,19.72,-3.59,-7.41,3.81,2.07930391722,2. $2B - $10B,1,1. brief (1-2 days)
CIFR,Neo Cloud,2024-07-18,6.0,1.6,29.0,-8.17,-5.33,-2.84,-19.5,-7.11,-12.39,-35.67,-5.61,-30.06,-40.17,-4.5,-35.66,2.490184332,2. $2B - $10B,1,1. brief (1-2 days)
CIFR,Neo Cloud,2024-10-25,5.46,1.51,30.3,-3.85,-1.25,-2.59,31.14,12.04,19.1,24.18,15.76,8.41,16.85,20.81,-3.96,2.2660677421199997,2. $2B - $10B,1,1. brief (1-2 days)
CIFR,Neo Cloud,2024-11-08,7.16,1.86,31.1,-7.4,-4.48,-2.92,-5.31,3.35,-8.66,-10.89,8.1,-19.0,-27.23,2.63,-29.87,2.97161996952,2. $2B - $10B,6,3. persistent (6-9 days)
CIFR,Neo Cloud,2025-05-21,3.51,1.57,16.1,-7.28,0.68,-7.95,0.71,5.93,-5.21,8.13,11.39,-3.26,65.19,20.72,44.47,1.45675783422,1. under $2B,1,1. brief (1-2 days)
CIFR,Neo Cloud,2025-06-06,3.9,1.61,9.2,-4.62,-1.9,-2.72,-9.49,2.59,-12.08,54.62,10.73,43.89,77.95,14.8,63.15,1.6186198158,1. under $2B,5,2. building (3-5 days)
CIFR,Neo Cloud,2025-06-27,4.26,2.04,10.9,35.92,1.9,34.02,41.55,3.05,38.5,44.6,10.93,33.67,11.74,13.31,-1.58,1.76803087572,1. under $2B,9,3. persistent (6-9 days)
CIFR,Neo Cloud,2025-07-14,6.03,2.71,41.5,3.65,3.1,0.55,2.16,7.76,-5.6,-21.06,10.27,-31.33,10.12,12.39,-2.27,2.5026352536600003,2. $2B - $10B,11,4. very persistent (10+ days)
CIFR,Neo Cloud,2025-09-09,9.22,1.57,38.9,24.84,7.75,17.09,53.47,12.35,41.12,70.82,17.98,52.84,96.04,22.38,73.66,3.8265832568400002,2. $2B - $10B,1,1. brief (1-2 days)
CIFR,Neo Cloud,2025-09-23,14.15,1.89,53.5,-11.02,1.03,-12.05,11.31,4.44,6.87,27.74,7.98,19.75,59.08,12.99,46.09,5.8726847163,2. $2B - $10B,11,4. very persistent (10+ days)
CIFR,Neo Cloud,2025-10-07,15.75,2.51,11.3,32.63,2.73,29.91,14.76,3.22,11.54,42.92,8.02,34.9,-7.43,-2.98,-4.45,6.5367338715,2. $2B - $10B,12,4. very persistent (10+ days)
CIFR,Neo Cloud,2025-10-21,18.08,2.16,14.8,10.43,5.91,4.52,24.54,4.55,19.99,-19.34,-6.29,-13.04,3.07,0.04,3.03,7.503755453759999,2. $2B - $10B,14,4. very persistent (10+ days)
CIFR,Neo Cloud,2025-11-04,22.51,1.71,24.5,-17.06,-0.96,-16.1,-35.23,-10.63,-24.6,-17.24,-4.42,-12.82,-36.07,-10.77,-25.3,9.34234155222,2. $2B - $10B,7,3. persistent (6-9 days)
CIFR,Neo Cloud,2026-05-15,20.33,1.52,19.3,8.07,4.02,4.05,18.1,13.31,4.79,28.04,14.27,13.77,20.51,15.1,5.42,8.43757457826,2. $2B - $10B,1,1. brief (1-2 days)
CORZ,Neo Cloud,2024-05-28,4.96,1.55,36.5,37.7,-3.11,40.81,75.6,1.75,73.85,100.6,6.33,94.27,95.77,11.59,84.18,1.59384858736,1. under $2B,1,1. brief (1-2 days)
CORZ,Neo Cloud,2024-06-11,8.71,4.2,75.6,2.3,6.96,-4.66,14.24,3.83,10.41,11.48,9.24,2.24,8.04,1.07,6.97,2.79887524111,2. $2B - $10B,11,4. very persistent (10+ days)
CORZ,Neo Cloud,2024-06-26,9.95,3.07,14.2,1.71,3.65,-1.94,-2.41,5.24,-7.65,-5.43,-2.5,-2.92,1.91,-9.3,11.21,3.1973373879499998,2. $2B - $10B,14,4. very persistent (10+ days)
CORZ,Neo Cloud,2024-07-15,11.01,1.59,18.4,0.36,-3.52,3.89,-13.17,-9.7,-3.47,-13.99,-16.48,2.49,-1.45,-7.72,6.27,3.53795825541,2. $2B - $10B,7,3. persistent (6-9 days)
CORZ,Neo Cloud,2024-11-19,16.47,1.56,26.5,3.95,3.3,0.65,6.07,9.6,-3.53,-12.26,2.28,-14.54,-6.62,6.82,-13.44,5.29247706327,2. $2B - $10B,1,1. brief (1-2 days)
CORZ,Neo Cloud,2025-06-26,16.36,1.63,33.6,10.02,4.3,5.73,-23.53,2.38,-25.91,-15.89,10.49,-26.39,-11.92,13.46,-25.38,5.25712961476,2. $2B - $10B,1,1. brief (1-2 days)
CORZ,Neo Cloud,2025-10-16,19.67,1.55,8.7,-8.19,-1.37,-6.82,5.44,5.33,0.11,-22.93,-4.6,-18.33,-14.13,0.66,-14.79,6.32076647447,2. $2B - $10B,1,1. brief (1-2 days)
CORZ,Neo Cloud,2025-10-31,21.54,1.5,13.4,-6.27,-2.88,-3.39,-30.69,-11.7,-18.99,-22.98,-7.56,-15.42,-29.06,-10.12,-18.94,6.9216730991399995,2. $2B - $10B,3,2. building (3-5 days)
CORZ,Neo Cloud,2026-05-06,24.63,1.6,16.2,-2.56,1.14,-3.69,-5.89,-3.51,-2.38,13.32,15.03,-1.72,18.39,15.52,2.87,7.91461506183,2. $2B - $10B,1,1. brief (1-2 days)
HUT,Neo Cloud,2023-12-04,10.51,1.54,10.6,-15.84,1.06,-16.9,15.7,8.46,7.24,17.32,8.96,8.36,-32.25,7.99,-40.24,1.2954570086800001,1. under $2B,1,1. brief (1-2 days)
HUT,Neo Cloud,2023-12-18,12.16,2.28,15.7,28.45,6.34,22.11,1.4,0.59,0.81,-41.45,-0.09,-41.36,-38.57,7.05,-45.62,1.49883513088,1. under $2B,3,2. building (3-5 days)
HUT,Neo Cloud,2024-06-13,11.51,1.57,28.0,7.3,-1.25,8.55,30.23,-1.07,31.3,73.76,7.89,65.87,28.84,-3.27,32.11,1.41871647668,1. under $2B,1,1. brief (1-2 days)
HUT,Neo Cloud,2024-06-28,14.99,2.89,30.2,16.61,5.21,11.4,33.42,8.81,24.61,-1.07,-1.98,0.91,-24.02,-9.75,-14.27,1.8476594253199998,1. under $2B,11,4. very persistent (10+ days)
HUT,Neo Cloud,2024-07-15,20.0,1.86,33.4,1.3,-3.52,4.82,-25.85,-9.7,-16.15,-43.05,-16.48,-26.57,-39.6,-7.72,-31.88,2.46518936,2. $2B - $10B,12,4. very persistent (10+ days)
HUT,Neo Cloud,2024-10-25,14.9,1.52,27.1,7.52,-1.25,8.77,31.44,12.04,19.41,73.96,15.76,58.2,82.55,20.81,61.74,1.8365660732,1. under $2B,1,1. brief (1-2 days)
